Genome,ID,Start,Stop,Size (nt),Strand,Function
Shewanella baltica (strain OS223),B8E8A6,1559726,1559813,85,-,none
Shewanella baltica (strain OS223),B8E8A7,1559813,1560191,376,-,none
Shewanella baltica (strain OS223),B8E8A8,1560280,1560812,530,-,none
Shewanella baltica (strain OS223),B8E8A9,1560812,1561437,623,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella baltica (strain OS223),B8E8B0,1561502,1561588,84,-,none
Shewanella baltica (strain OS223),B8E8B1,1561587,1562144,556,-,none
Shewanella baltica (strain OS223),C0QV06,1562197,1562225,27,-,none
Shewanella baltica (strain OS223),B8E8B2,1562389,1562882,491,-,none
Shewanella baltica (strain OS223),B8E8B3,1562969,1563260,289,+,none
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IP4,1354786,1355320,533,-,AICARFT_IMPCHas; MGS; InterPro=IPR024051; IPR036914; IPR002695; IPR011607; IPR016193
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IP3,1355419,1355590,170,+,MerR_1; InterPro=IPR000551; IPR047057; IPR009061; IPR011788
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IP2,1355591,1356101,508,+,ArsP_1; InterPro=IPR005524; IPR052923
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IP1,1356358,1356456,97,+,none; InterPro=IPR015946; IPR019953; IPR036102
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IP0,1356430,1356947,516,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN9,1356948,1357568,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN8,1357601,1357695,92,-,ACT_5; InterPro=IPR002912; IPR045865
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN7,1357694,1358252,556,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN6,1358379,1358871,491,-,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN5,1358953,1359246,292,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN4,1359250,1359685,434,-,CNNM; CorC_HlyC; InterPro=IPR046342; IPR016169; IPR002550; IPR005170; IPR000644; IPR036318; IPR044751
Shewanella frigidimarina (strain NCIMB 400),Q088N4,152267,152703,434,+,CNNM; CorC_HlyC; InterPro=IPR046342; IPR016169; IPR002550; IPR005170; IPR000644; IPR036318; IPR044751
Shewanella frigidimarina (strain NCIMB 400),Q088N3,152714,153004,289,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella frigidimarina (strain NCIMB 400),Q088N2,153074,153568,492,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella frigidimarina (strain NCIMB 400),Q088N1,153762,154318,554,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella frigidimarina (strain NCIMB 400),Q088N0,154317,154402,84,+,ACT_5; InterPro=IPR002912; IPR045865
Shewanella frigidimarina (strain NCIMB 400),Q088M9,154447,155066,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella frigidimarina (strain NCIMB 400),Q088M8,155067,155591,522,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella frigidimarina (strain NCIMB 400),Q088M7,155736,156117,379,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella frigidimarina (strain NCIMB 400),Q088M6,156156,156240,82,-,BMFP; InterPro=IPR007475
Shewanella frigidimarina (strain NCIMB 400),Q088M5,156288,156959,669,+,UvrD-helicase; UvrD_C; InterPro=IPR013986; IPR027417; IPR005752; IPR014016; IPR014017; IPR000212
Shewanella frigidimarina (strain NCIMB 400),Q088M4,156967,157842,873,-,EAL; GGDEF; GAF; GAF_2; InterPro=IPR035919; IPR029016; IPR043128; IPR001633; IPR000160; IPR003018; IPR052155; IPR029787
Shewanella halifaxensis (strain HAW-EB4),B0TJQ8,1599166,1599329,161,+,AsnC_trans_reg; HTH_24; InterPro=IPR036388; IPR019887; IPR000485; IPR019888; IPR036390; IPR011008; IPR011991
Shewanella halifaxensis (strain HAW-EB4),B0TJQ9,1599444,1599896,450,+,SNF; InterPro=IPR000175; IPR037272; IPR047218
Shewanella halifaxensis (strain HAW-EB4),B0TJR0,1599958,1600620,660,+,TonB_dep_Rec_b-barrel; Plug; InterPro=IPR037066; IPR036942; IPR000531; IPR012910; IPR039426; IPR010100
Shewanella halifaxensis (strain HAW-EB4),B0TJR1,1600648,1601026,377,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella halifaxensis (strain HAW-EB4),B0TJR2,1601115,1601633,516,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella halifaxensis (strain HAW-EB4),B0TJR3,1601643,1602258,614,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella halifaxensis (strain HAW-EB4),B0TJR4,1602450,1602760,308,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella halifaxensis (strain HAW-EB4),B0TJR5,1602761,1602850,87,-,ACT_5; InterPro=IPR045865
Shewanella halifaxensis (strain HAW-EB4),B0TJR6,1602875,1603440,563,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella halifaxensis (strain HAW-EB4),B0TJR7,1603621,1604114,492,-,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella halifaxensis (strain HAW-EB4),B0TJR8,1604176,1604466,289,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L1,101825,102120,293,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L2,102184,102678,492,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L3,102848,103405,556,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L4,103404,103494,88,+,ACT_5; InterPro=IPR045865
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L5,103503,103811,306,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L6,103848,104465,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L7,104466,104982,515,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L8,105114,105494,379,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L9,105521,105663,140,-,none
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9M0,105789,105946,155,+,HSP20; InterPro=IPR008978; IPR002068; IPR031107
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9M1,105976,106612,634,-,none; InterPro=IPR036770
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9E4,1510359,1510651,290,-,Tim44; InterPro=IPR007379; IPR032710
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9E3,1510876,1511178,301,+,AbiTii; InterPro=IPR041304
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9E2,1511366,1511452,85,-,none
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9E1,1511464,1511842,376,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9E0,1511888,1512434,544,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D9,1512435,1513054,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D8,1513081,1513167,85,-,ACT_5; InterPro=IPR045865
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D7,1513166,1513719,551,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D6,1513776,1513807,29,-,none
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D5,1513917,1514410,491,-,IlvC; IlvN; InterPro=IPR013328; IPR013023; IPR000506; IPR013116; IPR008927; IPR036291
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D4,1514475,1514766,289,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD4,129408,129699,289,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD5,129759,130253,492,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD6,130431,131001,568,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD7,131027,131116,87,+,ACT_5; InterPro=IPR045865
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD8,131117,131427,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD9,131502,132118,614,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZE0,132127,132644,515,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZE1,132756,133135,377,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZE2,133212,133874,660,-,TonB_dep_Rec_b-barrel; Plug; InterPro=IPR037066; IPR036942; IPR000531; IPR012910; IPR039426; IPR010100
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZE3,133938,134397,457,-,SNF; InterPro=IPR000175; IPR037272; IPR047218
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZE4,134540,134702,161,-,AsnC_trans_reg; HTH_24; InterPro=IPR036388; IPR019887; IPR000485; IPR019888; IPR036390; IPR011008; IPR011991
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHR5,118786,119077,289,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHR6,119144,119638,492,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHR7,119820,120378,556,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHR8,120377,120466,87,+,ACT_5; InterPro=IPR002912; IPR045865
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHR9,120467,120777,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS0,121024,121640,614,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS1,121646,122163,515,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS2,122331,122712,379,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS3,122745,123020,273,-,Peptidase_S26; InterPro=IPR019533; IPR000223; IPR036286
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS4,123044,123124,78,-,none
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS5,123167,123516,347,-,Lactamase_B_2; InterPro=IPR036866; IPR001279; IPR024884
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI2,1401169,1401461,290,-,Tim44; InterPro=IPR007379; IPR032710
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI3,1401610,1401783,171,-,DUF4303; InterPro=IPR025409
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI4,1401799,1402006,205,-,none
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI5,1402068,1402446,376,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI6,1402528,1403065,535,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI7,1403066,1403686,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI8,1403705,1403791,84,-,ACT_5; InterPro=IPR002912; IPR045865
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI9,1403790,1404347,556,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBJ0,1404551,1405044,491,-,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBJ1,1405122,1405413,289,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBJ2,1405412,1405850,437,-,CNNM; CorC_HlyC; InterPro=IPR046342; IPR016169; IPR002550; IPR005170; IPR000644; IPR036318; IPR044751
Shewanella sediminis (strain HAW-EB3),A8G0Y8,1703445,1704113,666,+,Plug; InterPro=IPR037066; IPR036942; IPR012910; IPR039426; IPR010100
Shewanella sediminis (strain HAW-EB3),A8G0Y9,1704167,1704645,477,-,Lactamase_B; RMMBL; Beta-Casp; InterPro=IPR036866; IPR001279; IPR011108; IPR022712; IPR050698
Shewanella sediminis (strain HAW-EB3),A8G0Z0,1704719,1704865,144,+,Ank_2; Ank_4; InterPro=IPR036770
Shewanella sediminis (strain HAW-EB3),A8G0Z1,1704903,1705284,379,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella sediminis (strain HAW-EB3),A8G0Z2,1705376,1705893,515,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella sediminis (strain HAW-EB3),A8G0Z3,1705894,1706510,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella sediminis (strain HAW-EB3),A8G0Z4,1706567,1706874,306,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella sediminis (strain HAW-EB3),A8G0Z5,1706903,1706989,85,-,ACT_5; InterPro=IPR002912; IPR045865
Shewanella sediminis (strain HAW-EB3),A8G0Z6,1707013,1707571,556,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella sediminis (strain HAW-EB3),A8G0Z7,1707769,1708262,492,-,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella sediminis (strain HAW-EB3),A8G0Z8,1708337,1708628,289,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella sp. (strain ANA-3),A0KS27,129224,129663,437,+,CNNM; CorC_HlyC; InterPro=IPR046342; IPR016169; IPR002550; IPR005170; IPR000644; IPR036318; IPR044751
Shewanella sp. (strain ANA-3),A0KS28,129683,129973,289,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella sp. (strain ANA-3),A0KS29,130039,130532,491,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella sp. (strain ANA-3),A0KS30,130729,131286,556,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella sp. (strain ANA-3),A0KS31,131285,131372,85,+,ACT_5; InterPro=IPR045865
Shewanella sp. (strain ANA-3),A0KS32,131399,132018,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella sp. (strain ANA-3),A0KS33,132019,132567,546,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella sp. (strain ANA-3),A0KS34,132614,132992,376,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella sp. (strain ANA-3),A0KS35,132993,133090,96,+,none
Shewanella sp. (strain ANA-3),A0KS36,133205,133285,78,+,none
Shewanella sp. (strain ANA-3),A0KS37,133374,133550,174,+,none
Shewanella sp. (strain MR-4),Q0HNL3,98682,98842,158,+,MoaC; InterPro=IPR036522; IPR047594; IPR002820; IPR050105; IPR023045
Shewanella sp. (strain MR-4),Q0HNH6,112116,112845,727,+,peroxidase; InterPro=IPR000763; IPR002016; IPR010255
Shewanella sp. (strain MR-4),Q0HNH1,114335,114673,336,+,Virul_fac_BrkB; InterPro=IPR023679; IPR017039
Shewanella sp. (strain MR-4),Q0HNG8,115212,115358,144,+,Tyr_Deacylase; InterPro=IPR023509; IPR003732
Shewanella sp. (strain MR-4),Q0HNG6,115561,115760,197,+,Flavodoxin_2; InterPro=IPR029039; IPR023048; IPR003680; IPR050104
Shewanella sp. (strain MR-4),Q0HNC3,129706,130325,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella sp. (strain MR-4),Q0HN99,144923,145234,309,-,Porphobil_deam; Porphobil_deamC; InterPro=IPR036803; IPR000860; IPR022417; IPR022418
Shewanella sp. (strain MR-4),Q0HN97,146119,146229,108,-,Frataxin_Cyay; InterPro=IPR036524; IPR047584; IPR002908
Shewanella sp. (strain MR-4),Q0HN95,146769,147045,274,+,DAP_epimerase; InterPro=IPR001653
Shewanella sp. (strain MR-4),Q0HN93,147272,147571,298,+,Phage_integrase; Phage_int_SAM_1; InterPro=IPR010998; IPR013762; IPR023009; IPR002104; IPR004107; IPR044068; IPR050090; IPR011010; IPR011931
Shewanella sp. (strain MR-4),Q0HN88,148586,148687,100,-,HTH_8; InterPro=IPR005412; IPR002197; IPR050207; IPR009057
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ83,180112,180403,289,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ84,180463,180956,492,+,IlvC; IlvN; InterPro=IPR013328; IPR000506; IPR013116; IPR013023; IPR008927; IPR036291
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ85,181128,181690,561,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ86,181710,181794,83,+,ACT_5; InterPro=IPR002912; IPR045865
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ87,181825,182133,306,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ88,182315,182932,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ89,182933,183449,515,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ90,183544,183925,379,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ91,183950,184595,643,-,none; InterPro=IPR036770
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ92,184645,185021,375,-,Lactamase_B_2; InterPro=IPR036866; IPR001279
Shewanella woodyi (strain ATCC 51908 / MS32),B1KQ93,185065,185267,200,+,TetR_N; TetR_C_7; InterPro=IPR001647; IPR039536; IPR050109; IPR009057; IPR036271
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU15,1289122,1289424,300,-,rve; HTH_21; InterPro=IPR036397; IPR048020; IPR001584; IPR025948; IPR012337
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU16,1289721,1289815,92,+,Rotamase_3; InterPro=IPR046357; IPR000297; IPR052204
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU17,1289844,1290336,490,-,IlvC; IlvN; InterPro=IPR013328; IPR013023; IPR000506; IPR013116; IPR008927; IPR036291
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU18,1290386,1290682,295,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU19,1290681,1291196,513,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU20,1291197,1291814,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU21,1291835,1292145,308,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU22,1292152,1292239,86,-,ACT_5; InterPro=IPR002912; IPR045865
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU23,1292238,1292787,547,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU24,1292983,1293490,505,+,Mg_chelatase; Mg_chelatase_C; ChlI; InterPro=IPR014721; IPR027417; IPR000523; IPR025158; IPR045006; IPR003593; IPR020568; IPR004482
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512),B2TU25,1293498,1293611,111,-,DUF413; InterPro=IPR007335
Shigella dysenteriae serotype 1 (strain Sd197),Q329V5,1234440,1234719,278,+,HTH_21; rve_3; InterPro=IPR036397; IPR048020; IPR025948; IPR001584; IPR012337
Shigella dysenteriae serotype 1 (strain Sd197),Q329V4,1234892,1234985,92,+,Rotamase_3; InterPro=IPR046357; IPR000297; IPR052204
Shigella dysenteriae serotype 1 (strain Sd197),Q329V3,1235001,1235492,490,-,IlvC; IlvN; InterPro=IPR013328; IPR013023; IPR000506; IPR013116; IPR008927; IPR036291
Shigella dysenteriae serotype 1 (strain Sd197),Q329V2,1235519,1235839,318,+,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390; IPR037404
Shigella dysenteriae serotype 1 (strain Sd197),Q329V1,1235838,1236353,513,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shigella dysenteriae serotype 1 (strain Sd197),Q329V0,1236354,1236970,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shigella dysenteriae serotype 1 (strain Sd197),Q329U9,1236992,1237302,308,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shigella dysenteriae serotype 1 (strain Sd197),Q329U8,1237308,1237396,86,-,ACT_5; InterPro=IPR002912; IPR045865
