Genome,ID,Start,Stop,Size (nt),Strand,Function
Roseiflexus sp. (strain RS-1),A5UY14,1324423,1325484,1059,+,Sortilin; Vps10; InterPro=IPR015943; IPR031778; IPR052025; IPR036278
Roseiflexus sp. (strain RS-1),A5UY15,1325532,1325878,344,-,Sigma70_r1_2; Sigma70_r3; Sigma70_r2; Sigma70_r4; InterPro=IPR036388; IPR009042; IPR007624; IPR007627; IPR007630; IPR000943; IPR050239; IPR013324; IPR013325; IPR014284
Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),Q5LNA0,1169855,1170110,254,+,PEP_mutase; InterPro=IPR040442; IPR015813; IPR039556
Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),Q5LN99,1170118,1170308,188,-,HTH_3; Cupin_2; InterPro=IPR010982; IPR014710; IPR001387; IPR013096; IPR050807; IPR011051
Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),Q5LN98,1170368,1170978,609,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),Q5LN97,1171028,1171338,308,-,HTH_1; LysR_substrate; InterPro=IPR036388; IPR000847; IPR005119; IPR036390
Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),Q5LN96,1171372,1171694,321,+,Sbt_1; InterPro=IPR010293
Ruegeria sp. (strain TM1040),Q1GDQ0,874357,874545,186,-,HTH_3; Cupin_2; InterPro=IPR010982; IPR014710; IPR001387; IPR013096; IPR050807; IPR011051
Ruegeria sp. (strain TM1040),Q1GDP9,874592,874985,391,+,BenE; InterPro=IPR004711
Ruegeria sp. (strain TM1040),Q1GDP8,875031,875646,613,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Ruegeria sp. (strain TM1040),Q1GDP7,875720,875993,271,-,Sulfotransfer_2; InterPro=IPR005331; IPR018011
Ruegeria sp. (strain TM1040),Q1GDP6,876038,876564,524,+,Branch; DUF5928; InterPro=IPR003406; IPR045972; IPR043538
Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 /H10),B8I5A7,115394,115792,397,+,DUF5711; InterPro=IPR043765; IPR011044
Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 /H10),B8I5A8,115800,116032,231,+,Colicin_V; InterPro=IPR003825
Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 /H10),B8I5A9,116120,116672,551,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 /H10),B8I5B0,116689,117249,558,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 /H10),B8I5B1,117264,117807,541,-,DEAD; Helicase_C; InterPro=IPR027417; IPR011545; IPR001650; IPR014001; IPR014014; IPR050079
Ruthia magnifica subsp. Calyptogena magnifica,A1AWH4,191519,191714,194,-,RNase_T; InterPro=IPR036397; IPR005987; IPR013520; IPR012337
Ruthia magnifica subsp. Calyptogena magnifica,A1AWH5,191711,191852,139,-,Acetyltransf_1; InterPro=IPR000182; IPR010167; IPR016181
Ruthia magnifica subsp. Calyptogena magnifica,A1AWH6,191872,192432,558,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Ruthia magnifica subsp. Calyptogena magnifica,A1AWH7,192543,193249,704,-,S1; RNB; OB_RNB; CSD2; InterPro=IPR012340; IPR011805; IPR003029; IPR001900; IPR013223; IPR040476; IPR050180; IPR011129; IPR004476
Ruthia magnifica subsp. Calyptogena magnifica,A1AWH8,193250,193689,437,-,Adenylsucc_synt; InterPro=IPR042110; IPR042109; IPR042111; IPR001114; IPR027417
Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),Q21NV9,146653,146853,198,+,TonB_C; InterPro=IPR037682; IPR006260
Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),Q21NV8,146871,147318,445,+,TPR_8; InterPro=IPR011990
Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),Q21NV7,147371,147985,613,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),Q21NV6,148040,148600,559,-,Response_reg; InterPro=IPR011990; IPR001789; IPR052048; IPR011006
Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),Q21NV5,148651,149090,438,-,Acetyltransf_1; AA_kinase; InterPro=IPR036393; IPR010167; IPR000182; IPR001048; IPR016181; IPR033719
Salinibacter ruber (strain DSM 13855 / M31),Q2S0M5,886884,887045,159,-,23S_rRNA_IVP; InterPro=IPR036583; IPR012657
Salinibacter ruber (strain DSM 13855 / M31),Q2S0M4,887063,887269,204,+,Aconitase_C; InterPro=IPR015928; IPR000573; IPR050075; IPR004431; IPR033940
Salinibacter ruber (strain DSM 13855 / M31),Q2S0M3,887276,887889,611,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR050165; IPR037237
Salinibacter ruber (strain DSM 13855 / M31),Q2S0M2,887905,888458,551,+,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR000891; IPR013709; IPR054691; IPR005675
Salinibacter ruber (strain DSM 13855 / M31),Q2S0M1,888459,888638,177,-,none
Salinispora arenicola (strain CNS-205),A8M5F3,421043,421391,346,-,LacI; Peripla_BP_3; InterPro=IPR010982; IPR000843; IPR046335; IPR028082
Salinispora arenicola (strain CNS-205),A8M5F4,421488,421930,440,-,none; InterPro=IPR012334; IPR011050
Salinispora arenicola (strain CNS-205),A8M5F5,422384,423000,614,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salinispora arenicola (strain CNS-205),A8M5F6,423037,423828,789,+,EAL; GGDEF; InterPro=IPR035919; IPR043128; IPR001633; IPR000160; IPR052155; IPR029787
Salinispora arenicola (strain CNS-205),A8M5F7,423905,424534,628,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Salmonella agona (strain SL483),B5EZ26,1342802,1342890,86,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella agona (strain SL483),B5EZ27,1342896,1343205,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella agona (strain SL483),B5EZ28,1343259,1343876,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella agona (strain SL483),B5EZ29,1343877,1344391,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella agona (strain SL483),B5EZ30,1344486,1344591,104,+,Gp49; InterPro=IPR009241
Salmonella choleraesuis (strain SC-B67),Q57HU9,1348582,1348670,86,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella choleraesuis (strain SC-B67),Q57HU8,1348676,1348985,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella choleraesuis (strain SC-B67),Q57HU7,1349039,1349655,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella choleraesuis (strain SC-B67),Q57HU6,1349656,1350171,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella choleraesuis (strain SC-B67),Q57HU5,1350265,1350371,104,+,Gp49; InterPro=IPR009241
Salmonella dublin (strain CT_02021853),A0A6C7A2K0,1379737,1379824,86,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella dublin (strain CT_02021853),A0A6C7A3N7,1379830,1380140,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella dublin (strain CT_02021853),B5FN65,1380193,1380810,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella dublin (strain CT_02021853),A0A6C6ZZS8,1380811,1381326,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella dublin (strain CT_02021853),A0A6C6ZWX0,1381405,1381526,119,+,Gp49; InterPro=IPR009241
Salmonella enteritidis PT4 (strain P125109),A0A6C7HUH8,1326997,1327084,85,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella enteritidis PT4 (strain P125109),A0A6C7HVF8,1327090,1327400,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella enteritidis PT4 (strain P125109),B5QVG2,1327453,1328070,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella enteritidis PT4 (strain P125109),A0A6C7HVC0,1328071,1328585,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella enteritidis PT4 (strain P125109),A0A6C7HUG0,1328680,1328785,104,+,Gp49; InterPro=IPR009241
Salmonella gallinarum (strain 287/91 / NCTC 13346),B5RFT1,1237413,1237519,104,-,Gp49; InterPro=IPR009241
Salmonella gallinarum (strain 287/91 / NCTC 13346),B5RFT2,1237613,1238128,513,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella gallinarum (strain 287/91 / NCTC 13346),B5RFT3,1238129,1238746,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella gallinarum (strain 287/91 / NCTC 13346),B5RFT4,1238799,1239109,308,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella gallinarum (strain 287/91 / NCTC 13346),B5RFT5,1239115,1239201,85,-,ACT_5; InterPro=IPR002912; IPR045865
Salmonella heidelberg (strain SL476),A0A6C6ZPL0,1373502,1373589,86,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella heidelberg (strain SL476),A0A6C6ZQ15,1373595,1373905,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella heidelberg (strain SL476),B4TB04,1373959,1374575,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella heidelberg (strain SL476),A0A6C6ZR55,1374576,1375091,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella heidelberg (strain SL476),A0A6C6ZJI8,1375170,1375291,119,+,Gp49; InterPro=IPR009241
Salmonella newport (strain SL254),A0A0H3BTV3,1358970,1359058,86,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella newport (strain SL254),A0A0H3BMN7,1359064,1359373,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella newport (strain SL254),B4SZ17,1359427,1360043,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella newport (strain SL254),A0A0H3BTJ7,1360044,1360559,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella newport (strain SL254),A0A0H3BRR8,1360653,1360759,104,+,Gp49; InterPro=IPR009241
Salmonella paratyphi C (strain RKS4594),C0Q2U6,1361702,1361790,86,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella paratyphi C (strain RKS4594),C0Q2U7,1361796,1362106,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella paratyphi C (strain RKS4594),C0Q2U8,1362159,1362776,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella paratyphi C (strain RKS4594),C0Q2U9,1362776,1363291,514,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella paratyphi C (strain RKS4594),C0Q2V0,1363371,1363491,119,+,Gp49; InterPro=IPR009241
Salmonella schwarzengrund (strain CVM19633),A0A0N1QV08,1328884,1328972,86,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella schwarzengrund (strain CVM19633),A0A0N1R1D8,1328978,1329288,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella schwarzengrund (strain CVM19633),B4TNS1,1329341,1329958,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella schwarzengrund (strain CVM19633),A0A0N1QTB2,1329959,1330473,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella schwarzengrund (strain CVM19633),A0A0N1QS93,1330481,1330742,260,+,DUF2461; InterPro=IPR012808; IPR015996
Salmonella typhi,Q8Z379,1169200,1169321,119,-,Gp49; InterPro=IPR009241
Salmonella typhi,Q8Z378,1169400,1169914,513,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella typhi,Q8Z377,1169915,1170532,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella typhi,P0A1A6,1170584,1170894,308,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella typhi,Q9L6T1,1170900,1170987,85,-,ACT_5; InterPro=IPR002912; IPR045865
Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q7CPD7,1370211,1370297,85,+,ACT_5; InterPro=IPR002912; IPR045865
Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P0A1A5,1370303,1370613,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P40810,1370667,1371283,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),P20506,1371284,1371799,513,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),Q9L6S7,1371894,1371999,104,+,Gp49; InterPro=IPR009241
Sediminispirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228),E1R5W7,573358,573528,168,+,ALS_ss_C; AHAS-like_ACT; InterPro=IPR027271; IPR019455; IPR054480; IPR002912; IPR004789; IPR045865; IPR039557
Sediminispirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228),E1R5W8,573545,573882,335,+,IlvC; IlvN; InterPro=IPR013023; IPR000506; IPR013116; IPR014359; IPR008927; IPR036291
Sediminispirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228),E1R5W9,573904,574484,578,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Sediminispirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228),E1R5X0,574483,575041,557,+,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR000891; IPR013709; IPR054691; IPR005675
Sediminispirochaeta smaragdinae (strain DSM 11293 / JCM 15392 / SEBR 4228),E1R5X1,575036,575542,504,+,HMGL-like; LeuA_dimer; HCS_D2; InterPro=IPR013785; IPR036230; IPR005671; IPR000891; IPR013709; IPR054691; IPR050073
Serratia proteamaculans (strain 568),A8GL58,1753158,1753489,330,-,none
Serratia proteamaculans (strain 568),A8GL59,1753527,1754042,513,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Serratia proteamaculans (strain 568),A8GL60,1754044,1754661,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Serratia proteamaculans (strain 568),A8GL61,1754696,1755005,307,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Serratia proteamaculans (strain 568),A8GL62,1755012,1755098,84,-,ACT_5; InterPro=IPR045865
Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),A1SAS3,1297285,1297662,375,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),A1SAS4,1297707,1298238,530,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),A1SAS5,1298239,1298858,617,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),A1SAS6,1298888,1298971,82,-,ACT_5; InterPro=IPR045865
Shewanella amazonensis (strain ATCC BAA-1098 / SB2B),A1SAS7,1298970,1299527,555,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella baltica (strain OS185),A6WTF8,1575062,1575172,108,+,Frataxin_Cyay; InterPro=IPR036524; IPR047584; IPR002908
Shewanella baltica (strain OS185),A6WTG0,1576071,1576382,309,+,Porphobil_deam; Porphobil_deamC; InterPro=IPR036803; IPR000860; IPR022417; IPR022418
Shewanella baltica (strain OS185),A6WTI9,1594052,1594677,623,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella baltica (strain OS185),A6WTL2,1605629,1605702,72,+,ZapB; InterPro=IPR009252
Shewanella baltica (strain OS185),A6WTL7,1606644,1607129,483,-,SelO; InterPro=IPR003846
Shewanella baltica (strain OS223),B8E8A7,1559813,1560191,376,-,none
Shewanella baltica (strain OS223),B8E8A8,1560280,1560812,530,-,none
Shewanella baltica (strain OS223),B8E8A9,1560812,1561437,623,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella baltica (strain OS223),B8E8B0,1561502,1561588,84,-,none
Shewanella baltica (strain OS223),B8E8B1,1561587,1562144,556,-,none
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IP1,1356358,1356456,97,+,none; InterPro=IPR015946; IPR019953; IPR036102
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IP0,1356430,1356947,516,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN9,1356948,1357568,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN8,1357601,1357695,92,-,ACT_5; InterPro=IPR002912; IPR045865
Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013),Q12IN7,1357694,1358252,556,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella frigidimarina (strain NCIMB 400),Q088N1,153762,154318,554,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella frigidimarina (strain NCIMB 400),Q088N0,154317,154402,84,+,ACT_5; InterPro=IPR002912; IPR045865
Shewanella frigidimarina (strain NCIMB 400),Q088M9,154447,155066,618,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella frigidimarina (strain NCIMB 400),Q088M8,155067,155591,522,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella frigidimarina (strain NCIMB 400),Q088M7,155736,156117,379,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella halifaxensis (strain HAW-EB4),B0TJR1,1600648,1601026,377,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella halifaxensis (strain HAW-EB4),B0TJR2,1601115,1601633,516,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella halifaxensis (strain HAW-EB4),B0TJR3,1601643,1602258,614,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella halifaxensis (strain HAW-EB4),B0TJR4,1602450,1602760,308,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella halifaxensis (strain HAW-EB4),B0TJR5,1602761,1602850,87,-,ACT_5; InterPro=IPR045865
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L4,103404,103494,88,+,ACT_5; InterPro=IPR045865
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L5,103503,103811,306,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L6,103848,104465,615,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L7,104466,104982,515,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella loihica (strain ATCC BAA-1088 / PV-4),A3Q9L8,105114,105494,379,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9E1,1511464,1511842,376,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9E0,1511888,1512434,544,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D9,1512435,1513054,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D8,1513081,1513167,85,-,ACT_5; InterPro=IPR045865
Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG19005 / NCIMB 14063 / MR-1),Q8E9D7,1513166,1513719,551,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD7,131027,131116,87,+,ACT_5; InterPro=IPR045865
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD8,131117,131427,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZD9,131502,132118,614,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZE0,132127,132644,515,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella pealeana (strain ATCC 700345 / ANG-SQ1),A8GZE1,132756,133135,377,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHR8,120377,120466,87,+,ACT_5; InterPro=IPR002912; IPR045865
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHR9,120467,120777,308,+,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS0,121024,121640,614,+,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS1,121646,122163,515,+,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella piezotolerans (strain WP3 / JCM 13877),B8CHS2,122331,122712,379,+,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI5,1402068,1402446,376,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI6,1402528,1403065,535,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI7,1403066,1403686,618,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI8,1403705,1403791,84,-,ACT_5; InterPro=IPR002912; IPR045865
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453),A4YBI9,1403790,1404347,556,-,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
Shewanella sediminis (strain HAW-EB3),A8G0Z1,1704903,1705284,379,-,Aminotran_5; InterPro=IPR015421; IPR015422; IPR000192; IPR024169; IPR015424
Shewanella sediminis (strain HAW-EB3),A8G0Z2,1705376,1705893,515,-,PALP; Thr_dehydrat_C; InterPro=IPR038110; IPR036052; IPR001926; IPR001721; IPR050147; IPR045865; IPR005787
Shewanella sediminis (strain HAW-EB3),A8G0Z3,1705894,1706510,615,-,ILVD_EDD; InterPro=IPR042096; IPR004404; IPR000581; IPR037237
Shewanella sediminis (strain HAW-EB3),A8G0Z4,1706567,1706874,306,-,Aminotran_4; InterPro=IPR043132; IPR043131; IPR001544; IPR050571; IPR036038; IPR005785; IPR033939
Shewanella sediminis (strain HAW-EB3),A8G0Z5,1706903,1706989,85,-,ACT_5; InterPro=IPR002912; IPR045865
Shewanella sp. (strain ANA-3),A0KS30,130729,131286,556,+,TPP_enzyme_M; TPP_enzyme_C; TPP_enzyme_N; InterPro=IPR012000; IPR011766; IPR012001; IPR045229; IPR029035; IPR029061; IPR012846; IPR039368
